Kind,Item,Model,Field,Was,Corrected To,Note
radio,Icom,IC-737A,recommended_interface,Digirig Mobile - serial (CI-V) to REMOTE + audio to 13-pin ACC (SignaLink audio-only alt; CT-17/FTDI for CAT alt),Digirig Mobile (CI-V serial to REMOTE; audio to 13-pin ACC). SignaLink USB = audio-only alt; CT-17/FTDI = CAT-only alt,"CONFIRMED address 0x3C (same as IC-737) and baud (Icom FAQ: default 1200, set-mode 300/1200/4800/9600), 8/N/1, no soundcard. CORRECTED PTT: IC-737A firmware has no CI-V transmit command — key via interface RTS on ACC SEND line or VOX."
radio,Icom,IC-737A,ptt_method,CAT (CI-V) or Digirig RTS via ACC SEND; VOX alt,"Hardware PTT only: interface RTS keying on ACC SEND line, or VOX. No CI-V/CAT transmit command in IC-737A firmware","CONFIRMED address 0x3C (same as IC-737) and baud (Icom FAQ: default 1200, set-mode 300/1200/4800/9600), 8/N/1, no soundcard. CORRECTED PTT: IC-737A firmware has no CI-V transmit command — key via interface RTS on ACC SEND line or VOX."
radio,Icom,IC-751,cat_protocol,Icom CI-V,Icom CI-V (via UX-14/PIEXX UX-14PX CI-IV-to-CI-V converter; radio is natively CI-IV),"CORRECTED interface/protocol: the IC-751 has NO native CI-V jack - it uses Icom's older CI-IV system. CAT control requires an Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (Hamlib ic751 backend uses default address 0x1C at 1200 baud). The claimed plain 'serial (CI-V) to REMOTE' is not possible without that converter. Address 0x1C confirmed (DockSide table + Hamlib ic751.c). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751,baud,1200 (fixed on this era),1200 (via UX-14/PIEXX converter),"CORRECTED interface/protocol: the IC-751 has NO native CI-V jack - it uses Icom's older CI-IV system. CAT control requires an Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (Hamlib ic751 backend uses default address 0x1C at 1200 baud). The claimed plain 'serial (CI-V) to REMOTE' is not possible without that converter. Address 0x1C confirmed (DockSide table + Hamlib ic751.c). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751,recommended_interface,Digirig Mobile - serial (CI-V) to REMOTE + audio to ACC (SignaLink audio-only alt; CT-17/FTDI for CAT alt),Requires Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter for CAT; then CI-V via CT-17/Digirig serial + audio & PTT via ACC SEND (SignaLink audio-only alt),"CORRECTED interface/protocol: the IC-751 has NO native CI-V jack - it uses Icom's older CI-IV system. CAT control requires an Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (Hamlib ic751 backend uses default address 0x1C at 1200 baud). The claimed plain 'serial (CI-V) to REMOTE' is not possible without that converter. Address 0x1C confirmed (DockSide table + Hamlib ic751.c). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751,ptt_method,CAT (CI-V) or Digirig RTS via ACC SEND; VOX alt,Hardware PTT via ACC SEND line (interface RTS/DTR) or VOX; CI-V PTT not supported,"CORRECTED interface/protocol: the IC-751 has NO native CI-V jack - it uses Icom's older CI-IV system. CAT control requires an Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (Hamlib ic751 backend uses default address 0x1C at 1200 baud). The claimed plain 'serial (CI-V) to REMOTE' is not possible without that converter. Address 0x1C confirmed (DockSide table + Hamlib ic751.c). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751A,cat_protocol,Icom CI-V,Icom CI-V (via UX-14/PIEXX UX-14PX CI-IV-to-CI-V converter; radio is natively CI-IV),"CORRECTED interface/protocol: like the IC-751, the IC-751A is natively CI-IV, not CI-V. CAT control requires the Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (widely sold specifically for the IC-751A / R71A); a plain Digirig 'serial (CI-V) to REMOTE' will not work without it. Address 0x1C confirmed (DockSide table + Hamlib ic751.c, address shared with IC-751). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751A,baud,1200 (fixed on this era),1200 (via UX-14/PIEXX converter),"CORRECTED interface/protocol: like the IC-751, the IC-751A is natively CI-IV, not CI-V. CAT control requires the Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (widely sold specifically for the IC-751A / R71A); a plain Digirig 'serial (CI-V) to REMOTE' will not work without it. Address 0x1C confirmed (DockSide table + Hamlib ic751.c, address shared with IC-751). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751A,recommended_interface,Digirig Mobile - serial (CI-V) to REMOTE + audio to ACC (SignaLink audio-only alt; CT-17/FTDI for CAT alt),Requires Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter for CAT; then CI-V via CT-17/Digirig serial + audio & PTT via ACC SEND (SignaLink audio-only alt),"CORRECTED interface/protocol: like the IC-751, the IC-751A is natively CI-IV, not CI-V. CAT control requires the Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (widely sold specifically for the IC-751A / R71A); a plain Digirig 'serial (CI-V) to REMOTE' will not work without it. Address 0x1C confirmed (DockSide table + Hamlib ic751.c, address shared with IC-751). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-751A,ptt_method,CAT (CI-V) or Digirig RTS via ACC SEND; VOX alt,Hardware PTT via ACC SEND line (interface RTS/DTR) or VOX; CI-V PTT not supported,"CORRECTED interface/protocol: like the IC-751, the IC-751A is natively CI-IV, not CI-V. CAT control requires the Icom UX-14 or PIEXX UX-14PX CI-IV-to-CI-V level converter (widely sold specifically for the IC-751A / R71A); a plain Digirig 'serial (CI-V) to REMOTE' will not work without it. Address 0x1C confirmed (DockSide table + Hamlib ic751.c, address shared with IC-751). No USB codec; audio via ACC, PTT via SEND line/VOX."
radio,Icom,IC-7760,baud,115200 (default; menu Auto),115200 (max; menu default Auto),"CORRECTED address: claim listed 'n/a'. Default CI-V address is 0xB2, confirmed from the official Icom IC-7760 CI-V Reference Guide (data-format diagram shows 'FE FE B2 E0 ...' with B2 = transceiver default address). Built-in USB audio codec on the controller (single USB-B cable carries CI-V + audio). 8N1 correct; CI-V up to 115200, factory default Auto. Note the RF deck also has a [REMOTE] CI-V jack."
radio,Icom,IC-7760,civ_address,n/a (see IC-7760 CI-V reference guide),0xB2,"CORRECTED address: claim listed 'n/a'. Default CI-V address is 0xB2, confirmed from the official Icom IC-7760 CI-V Reference Guide (data-format diagram shows 'FE FE B2 E0 ...' with B2 = transceiver default address). Built-in USB audio codec on the controller (single USB-B cable carries CI-V + audio). 8N1 correct; CI-V up to 115200, factory default Auto. Note the RF deck also has a [REMOTE] CI-V jack."
radio,Icom,IC-7760,recommended_interface,None (single USB cable from control head),None (single USB-B cable from the control head),"CORRECTED address: claim listed 'n/a'. Default CI-V address is 0xB2, confirmed from the official Icom IC-7760 CI-V Reference Guide (data-format diagram shows 'FE FE B2 E0 ...' with B2 = transceiver default address). Built-in USB audio codec on the controller (single USB-B cable carries CI-V + audio). 8N1 correct; CI-V up to 115200, factory default Auto. Note the RF deck also has a [REMOTE] CI-V jack."
radio,Icom,IC-905,baud,115200 (default; menu Auto),115200 (max; menu default Auto),"CORRECTED address: claim listed 'n/a'. Default CI-V address is 0xAC, confirmed from the official Icom IC-905 CI-V Reference Guide (data-format diagram shows 'FE FE AC E0 ...' with AC = transceiver default address) and corroborated by the plicht.de table (IC-905 0xAC). Controller exposes USB-A as 'IC-905 Serial Port A (CI-V)' and USB-B as 'Serial Port B'; built-in USB audio codec. 8N1 correct; CI-V up to 115200, factory default Auto."
radio,Icom,IC-905,civ_address,n/a (see IC-905 CI-V reference guide),0xAC,"CORRECTED address: claim listed 'n/a'. Default CI-V address is 0xAC, confirmed from the official Icom IC-905 CI-V Reference Guide (data-format diagram shows 'FE FE AC E0 ...' with AC = transceiver default address) and corroborated by the plicht.de table (IC-905 0xAC). Controller exposes USB-A as 'IC-905 Serial Port A (CI-V)' and USB-B as 'Serial Port B'; built-in USB audio codec. 8N1 correct; CI-V up to 115200, factory default Auto."
radio,Icom,IC-9700,baud,115200 (default; menu Auto),Auto (factory default); USB up to 115200 (recommended fast setting); wired CI-V jack default 19200,"Baud corrected: 115200 is NOT the factory default. Both 'CI-V Baud Rate' and 'CI-V USB Baud Rate' ship set to 'Auto'; the wired CI-V jack's default value is 19200, and 115200 is the recommended user-selected setting for fast USB polling. Address 0xA2 and built-in USB Audio CODEC confirmed."
radio,Icom,IC-PCR100,cat_protocol,Icom CI-V (over the PCR serial link),Proprietary Icom PCR ASCII command protocol (CR+LF terminated) - NOT CI-V,"Protocol corrected: the PCR-series black-box receivers do NOT use Icom CI-V. They use a proprietary ASCII command set (each command terminated by CR+LF), a fundamentally different protocol. Consequently there is no CI-V hex address. Serial-only model with analog audio - no built-in codec (correct)."
radio,Icom,IC-PCR100,baud,9600,9600 (initialization default; PCR link negotiates up to 38400),"Protocol corrected: the PCR-series black-box receivers do NOT use Icom CI-V. They use a proprietary ASCII command set (each command terminated by CR+LF), a fundamentally different protocol. Consequently there is no CI-V hex address. Serial-only model with analog audio - no built-in codec (correct)."
radio,Icom,IC-PCR100,civ_address,controlled by Icom PCR software,n/a (no CI-V bus addressing; proprietary ASCII protocol),"Protocol corrected: the PCR-series black-box receivers do NOT use Icom CI-V. They use a proprietary ASCII command set (each command terminated by CR+LF), a fundamentally different protocol. Consequently there is no CI-V hex address. Serial-only model with analog audio - no built-in codec (correct)."
radio,Icom,IC-PCR100,builtin_soundcard,No,No (analog AF out to a PC sound card),"Protocol corrected: the PCR-series black-box receivers do NOT use Icom CI-V. They use a proprietary ASCII command set (each command terminated by CR+LF), a fundamentally different protocol. Consequently there is no CI-V hex address. Serial-only model with analog audio - no built-in codec (correct)."
radio,Icom,IC-PCR100,recommended_interface,None for control (direct serial); route the receiver's audio out to a PC sound card for decoding,None for control (direct RS-232 serial / USB-serial adapter); analog audio out to a PC sound card for decoding,"Protocol corrected: the PCR-series black-box receivers do NOT use Icom CI-V. They use a proprietary ASCII command set (each command terminated by CR+LF), a fundamentally different protocol. Consequently there is no CI-V hex address. Serial-only model with analog audio - no built-in codec (correct)."
radio,Icom,IC-PCR1000,cat_protocol,Icom CI-V (over the PCR serial link),Proprietary Icom PCR ASCII command protocol (CR+LF terminated) - NOT CI-V,"Two corrections: (1) protocol is the proprietary PCR ASCII command set (CR+LF terminated), not CI-V - hence no CI-V address; (2) max baud is 38400, not 19200 (the unit powers up at 9600 and the control software steps it up to 38400). Analog-audio/no-codec is correct."
radio,Icom,IC-PCR1000,baud,9600 (up to 19200),"9600 (initializes here; software raises it - up to 38400, not 19200)","Two corrections: (1) protocol is the proprietary PCR ASCII command set (CR+LF terminated), not CI-V - hence no CI-V address; (2) max baud is 38400, not 19200 (the unit powers up at 9600 and the control software steps it up to 38400). Analog-audio/no-codec is correct."
radio,Icom,IC-PCR1000,civ_address,controlled by Icom PCR software,n/a (no CI-V bus addressing; proprietary ASCII protocol),"Two corrections: (1) protocol is the proprietary PCR ASCII command set (CR+LF terminated), not CI-V - hence no CI-V address; (2) max baud is 38400, not 19200 (the unit powers up at 9600 and the control software steps it up to 38400). Analog-audio/no-codec is correct."
radio,Icom,IC-PCR1000,builtin_soundcard,No,No (analog AF out to a PC sound card),"Two corrections: (1) protocol is the proprietary PCR ASCII command set (CR+LF terminated), not CI-V - hence no CI-V address; (2) max baud is 38400, not 19200 (the unit powers up at 9600 and the control software steps it up to 38400). Analog-audio/no-codec is correct."
radio,Icom,IC-PCR1000,recommended_interface,None for control (direct serial); route the receiver's audio out to a PC sound card for decoding,None for control (direct RS-232 serial); analog audio out to a PC sound card for decoding,"Two corrections: (1) protocol is the proprietary PCR ASCII command set (CR+LF terminated), not CI-V - hence no CI-V address; (2) max baud is 38400, not 19200 (the unit powers up at 9600 and the control software steps it up to 38400). Analog-audio/no-codec is correct."
radio,Icom,IC-PCR1500,cat_protocol,Icom CI-V (over the PCR USB/serial link),Proprietary Icom PCR ASCII command protocol over USB virtual COM - NOT CI-V,"Two corrections: (1) protocol is the proprietary PCR ASCII command set over the USB virtual COM port, not CI-V - hence no CI-V address; (2) the IC-PCR1500 DOES have a built-in USB audio codec - the instruction manual documents a 'USB audio output' function that sends received audio to the PC over USB, so no separate outboard sound card is needed and a single USB cable suffices."
radio,Icom,IC-PCR1500,baud,USB (CI-V remote optional at 9600),USB virtual COM (proprietary protocol; no user CI-V baud),"Two corrections: (1) protocol is the proprietary PCR ASCII command set over the USB virtual COM port, not CI-V - hence no CI-V address; (2) the IC-PCR1500 DOES have a built-in USB audio codec - the instruction manual documents a 'USB audio output' function that sends received audio to the PC over USB, so no separate outboard sound card is needed and a single USB cable suffices."
radio,Icom,IC-PCR1500,civ_address,controlled by Icom PCR software,n/a (no CI-V bus addressing; proprietary ASCII protocol),"Two corrections: (1) protocol is the proprietary PCR ASCII command set over the USB virtual COM port, not CI-V - hence no CI-V address; (2) the IC-PCR1500 DOES have a built-in USB audio codec - the instruction manual documents a 'USB audio output' function that sends received audio to the PC over USB, so no separate outboard sound card is needed and a single USB cable suffices."
radio,Icom,IC-PCR1500,builtin_soundcard,No,Yes - built-in USB audio codec (the 'USB Audio Output' function streams RX audio over the USB cable; enable/disable in software),"Two corrections: (1) protocol is the proprietary PCR ASCII command set over the USB virtual COM port, not CI-V - hence no CI-V address; (2) the IC-PCR1500 DOES have a built-in USB audio codec - the instruction manual documents a 'USB audio output' function that sends received audio to the PC over USB, so no separate outboard sound card is needed and a single USB cable suffices."
radio,Icom,IC-PCR1500,recommended_interface,None for control (direct USB); route the receiver's audio out to a PC sound card for decoding,None (single USB cable carries both control and audio),"Two corrections: (1) protocol is the proprietary PCR ASCII command set over the USB virtual COM port, not CI-V - hence no CI-V address; (2) the IC-PCR1500 DOES have a built-in USB audio codec - the instruction manual documents a 'USB audio output' function that sends received audio to the PC over USB, so no separate outboard sound card is needed and a single USB cable suffices."
radio,Icom,IC-PCR2500,cat_protocol,Icom CI-V (over the PCR USB/serial link),Proprietary Icom PCR ASCII command protocol over USB virtual COM - NOT CI-V,"Two corrections identical to the PCR1500: (1) control protocol is the proprietary PCR ASCII set over USB virtual COM, not CI-V - so no CI-V address; (2) it has a built-in USB audio codec ('USB audio output' function per the manual) that carries RX audio over USB, so no outboard sound card is required. (Its rear RS-232 D-sub is only for optional DV/D-STAR/P25 data, not CI-V.)"
radio,Icom,IC-PCR2500,baud,USB (CI-V remote optional at 9600),USB virtual COM (proprietary protocol; no user CI-V baud),"Two corrections identical to the PCR1500: (1) control protocol is the proprietary PCR ASCII set over USB virtual COM, not CI-V - so no CI-V address; (2) it has a built-in USB audio codec ('USB audio output' function per the manual) that carries RX audio over USB, so no outboard sound card is required. (Its rear RS-232 D-sub is only for optional DV/D-STAR/P25 data, not CI-V.)"
radio,Icom,IC-PCR2500,civ_address,controlled by Icom PCR software,n/a (no CI-V bus addressing; proprietary ASCII protocol),"Two corrections identical to the PCR1500: (1) control protocol is the proprietary PCR ASCII set over USB virtual COM, not CI-V - so no CI-V address; (2) it has a built-in USB audio codec ('USB audio output' function per the manual) that carries RX audio over USB, so no outboard sound card is required. (Its rear RS-232 D-sub is only for optional DV/D-STAR/P25 data, not CI-V.)"
