Manufacturer,Model,Type,Bands,Modes,Era,Notes
Hallicrafters,SX-24 Skyrider Defiant,communications receiver,0.54-43 MHz,AM/CW,1939,Popular pre-war/wartime receiver.
Hallicrafters,SX-25 Super Defiant,communications receiver,0.54-42 MHz,AM/CW,1940,Upmarket Defiant.
Hallicrafters,SX-28 Super Skyrider,communications receiver,0.54-43 MHz,AM/CW,1940,Legendary WWII-era receiver; push-pull 6V6 audio.
Hallicrafters,SX-28A,communications receiver,0.54-43 MHz,AM/CW,1944,Wartime revision of the SX-28.
Hallicrafters,SX-32,communications receiver,0.54-40 MHz,AM/CW,1941,Pre-war receiver.
Hallicrafters,SX-42,communications receiver,540 kHz-110 MHz,AM/CW/FM,1946,Wide-coverage post-war set including FM broadcast/VHF.
Hallicrafters,SX-43,communications receiver,HF + VHF/FM,AM/CW/FM,1947,Lower-cost SX-42 alternative.
Hallicrafters,SX-62,communications receiver,550 kHz-109 MHz,AM/CW/FM,1948,Wideband receiver popular with SWLs.
Hallicrafters,SX-62A,communications receiver,AM-109 MHz,AM/CW/FM,1955,Updated SX-62.
Hallicrafters,SX-71,communications receiver,538 kHz-35 MHz,AM/CW/NBFM,1949,Dual-conversion receiver with crystal filter.
Hallicrafters,SX-73,communications receiver,0.54-54 MHz,AM/CW,1952,Military R-274; top professional receiver.
Hallicrafters,SX-88,communications receiver,0.535-33 MHz,AM/CW,1954,"Rare, revered high-end receiver; very collectible."
Hallicrafters,SX-9 Super Skyrider,communications receiver,0.54-41 MHz,AM,1935,"First metal-tube, iron-core IF receiver; crystal filter."
Hallicrafters,SX-96,communications receiver,0.538-34 MHz,AM/CW,1954,Dual-conversion receiver with selectable sideband.
Hallicrafters,SX-99,communications receiver,538 kHz-34 MHz,AM/CW,1955,Popular mid-priced receiver.
Hammarlund,Comet Pro,communications receiver,0.545-33 MHz,AM/CW,1932,One of the first commercial superheterodyne ham receivers.
Hammarlund,HQ-100,communications receiver,0.54-30 MHz,AM/CW,1956,Entry-level HQ receiver.
Hammarlund,HQ-100A,communications receiver,0.54-30 MHz,AM/CW,1958,HQ-100 with clock/timer (AC suffix).
Hammarlund,HQ-105TR,communications receiver,0.54-30 MHz,AM/SSB/CW,1961,Receiver with a low-power (CB-band) transmit section.
Hammarlund,HQ-110,communications receiver,160-6 m,AM/CW,1957,Amateur-bands receiver.
Hammarlund,HQ-110A,communications receiver,160-6 m,AM/SSB/CW,1959,Improved HQ-110 with product detector.
Hammarlund,HQ-120X,communications receiver,0.54-31 MHz,AM/CW,1938,Popular pre-war receiver with crystal filter.
Hammarlund,HQ-129X,communications receiver,0.54-31 MHz,AM/CW,1946,Very popular post-war ham receiver.
Hammarlund,HQ-140X,communications receiver,0.54-31 MHz,AM/CW,1953,'Gun-port' dial windows; ham favorite.
Hammarlund,HQ-145,communications receiver,0.54-30 MHz,AM/SSB/CW,1959,Ham receiver with product detector.
Hammarlund,HQ-145X,communications receiver,0.54-30 MHz,AM/SSB/CW,1959,Crystal-filter version of HQ-145.
Hammarlund,HQ-150,communications receiver,0.54-31 MHz,AM/SSB/CW,1956,General-coverage receiver.
Hammarlund,HQ-160,communications receiver,0.54-31 MHz,AM/SSB/CW,1958,Ham receiver with product detector and Q-multiplier.
Hammarlund,HQ-170,communications receiver,160-6 m,AM/SSB/CW,1958,Amateur-bands receiver; triple conversion.
Hammarlund,HQ-170A,communications receiver,160-6 m,AM/SSB/CW,1958,Improved HQ-170.
Hammarlund,HQ-170AC,communications receiver,160-6 m,AM/SSB/CW,1961,HQ-170A with built-in clock/timer.
Hammarlund,HQ-180,communications receiver,0.54-30 MHz,AM/SSB/CW,1959,Top general-coverage HQ; selectable sideband slot filter.
Hammarlund,HQ-180A,communications receiver,0.54-30 MHz,AM/SSB/CW,1961,Improved HQ-180.
Hammarlund,HQ-180AC,communications receiver,0.54-30 MHz,AM/SSB/CW,1961,HQ-180A with clock timer.
Hammarlund,HQ-200,communications receiver,0.55-30 MHz,AM/SSB/CW,1968,Later solid/hybrid general-coverage receiver.
Hammarlund,HQ-215,communications receiver,3.4-30.2 MHz,AM/SSB/CW,1970,"Final HQ receiver; solid-state, ham bands."
Hammarlund,HX-50,HF transmitter,80-10 m,SSB/CW/DSB,1963,Compact SSB transmitter; companion to HQ-170/180.
Hammarlund,HX-500,HF transmitter,80-10 m,SSB/CW/AM/FSK,1964,Solid-state exciter/transmitter.
Hammarlund,HX-50A,HF transmitter,80-10 m,SSB/CW,1964,Improved HX-50.
Hammarlund,Pro-310,communications receiver,0.55-35.5 MHz,AM/SSB/CW,1955,Compact 'Super Pro' descendant.
Hammarlund,Super Pro SP-200,communications receiver,HF (multiple ranges),AM/CW,1939,Legendary pre-war/WWII professional receiver (BC-779/BC-794).
Hammarlund,Super Pro SP-400,communications receiver,HF,AM/CW,1946,Post-war Super Pro.
Hammarlund,Super Pro SP-600-JX,communications receiver,0.54-54 MHz,AM/CW,1951,Iconic Cold-War professional receiver; many military variants.
Harvey-Wells,Bandmaster TBS-50C,HF/VHF transmitter,HF 80m-2m,AM/CW,1950s,Classic compact multi-band boat-anchor transmitter with optional VFO/PSU.
Harvey-Wells,T-90 Bandmaster,HF transmitter,HF 80-10m,AM/CW,1950s,~90W transmitter.
Heathkit,AR-2,communications receiver,BC/SW to ~35 MHz,AM/CW,1953,Early low-cost general-coverage receiver kit.
Heathkit,AR-3,communications receiver,BC/SW to ~30 MHz,AM/CW,1955,General-coverage communications receiver kit.
Heathkit,AT-1,HF transmitter,HF 80-10m,CW/AM,1951,Heathkit's first amateur transmitter kit; ~30W crystal-controlled.
Heathkit,DX-100,HF transmitter,HF 160-10m,AM/CW,1955,Large self-contained ~150W AM/CW transmitter with built-in VFO.
Heathkit,DX-100B,HF transmitter,HF 160-10m,AM/CW,1958,Revised DX-100 with front-panel updates.
Heathkit,DX-20,HF transmitter,HF 80-10m,CW,1959,Single-6146 novice CW transmitter kit.
Heathkit,DX-35,HF transmitter,HF 80-10m,AM/CW,1957,"Low-cost phone/CW transmitter, plate-modulated."
Heathkit,DX-40,HF transmitter,HF 80-10m,AM/CW,1957,Popular ~75W phone/CW transmitter kit.
Heathkit,DX-60,HF transmitter,HF 80-10m,AM/CW,1962,Widely built novice/general phone-CW transmitter.
Heathkit,DX-60A,HF transmitter,HF 80-10m,AM/CW,1964,Updated DX-60.
Heathkit,DX-60B,HF transmitter,HF 80-10m,AM/CW,1967,Final DX-60 revision; often paired with HR-10B receiver.
Heathkit,GC-1A 'Mohican',communications receiver,BC/SW 0.55-32 MHz,AM/CW/SSB,1961,Early all-transistor general-coverage portable receiver.
Heathkit,GR-54,communications receiver,LW/BC/SW 0.18-30 MHz,AM/CW/SSB,1965,Popular general-coverage receiver with bandspread and product detector.
Heathkit,GR-64,communications receiver,BC/SW 0.55-30 MHz,AM/CW/SSB,1967,Entry-level SWL/general-coverage receiver kit.
Heathkit,GR-78,communications receiver,LW/BC/SW/VHF 0.19-30 MHz,AM/CW/SSB,1969,Solid-state portable general-coverage receiver.
Heathkit,GR-91,communications receiver,BC/SW to ~30 MHz,AM/CW,1962,General-coverage shortwave/ham receiver kit.
Heathkit,HR-10,HF receiver,HF 80-10m,AM/CW/SSB,1962,Low-cost ham-band receiver; pairs with DX-60.
Heathkit,HR-10B,HF receiver,HF 80-10m,AM/CW/SSB,1965,Updated HR-10; common novice-station receiver with DX-60B.
Heathkit,HR-1680,HF receiver,HF 80-10m,CW/SSB,1976,Solid-state ham-band receiver; companion to HX-1681 transmitter.
Heathkit,HR-20,HF mobile receiver,HF 80-10m,SSB/CW/AM,1962,Compact mobile receiver; pairs with HX-20 transmitter.
Heathkit,HW-10 'Shawnee',6m transceiver,6m (50 MHz),AM/CW,1961,Self-contained 6-meter mobile/base AM transceiver.
Heathkit,HW-100,HF transceiver,HF 80-10m,SSB/CW,1969,Lower-cost sibling of the SB-line; ~100W tube transceiver.
Heathkit,HW-101,HF transceiver,HF 80-10m,SSB/CW,1970,One of the best-selling ham kits ever; ~100W tube SSB/CW transceiver.
Heathkit,HW-104,HF transceiver,HF 80-10m,SSB/CW,1975,Economy/mobile version of the solid-state SB-104 (1975-77).
Heathkit,HW-12,HF transceiver,75/80m,SSB,1964,Single-band 'HotWater' SSB transceiver for 80m.
Heathkit,HW-12A,HF transceiver,75/80m,SSB,1967,Updated single-band 80m SSB transceiver.
Heathkit,HW-16,HF transceiver,80/40/15m,CW,1967,"Popular novice CW transceiver kit; crystal TX, tunable RX."
Heathkit,HW-19 'Tener',VHF transceiver,10m (28 MHz),AM,1960,"'Benton Harbor Lunchbox' 10m AM transceiver; superregen RX, ~5W."
Heathkit,HW-20 'Pawnee',VHF mobile transceiver,2m (144 MHz),AM,1961,2-meter mobile AM transceiver.
Heathkit,HW-2016,VHF mobile,2m (144 MHz),FM,1972,Crystal-controlled 2m FM mobile transceiver.
Heathkit,HW-202,VHF mobile,2m (144 MHz),FM,1973,Crystal-controlled 2m FM mobile transceiver.
Heathkit,HW-2021,VHF handheld/portable,2m (144 MHz),FM,1973,Crystal-controlled 2m FM handheld/portable transceiver.
Heathkit,HW-2036,VHF mobile,2m (144 MHz),FM,1975,Synthesized 2m FM mobile transceiver kit.
Heathkit,HW-2036A,VHF mobile,2m (144 MHz),FM,1978,Improved synthesized 2m FM mobile transceiver.
Heathkit,HW-22,HF transceiver,40m,SSB,1964,Single-band 40m 'HotWater' SSB transceiver.
Heathkit,HW-22A,HF transceiver,40m,SSB,1967,Updated single-band 40m SSB transceiver.
Heathkit,HW-29 'Sixer',VHF transceiver,6m (50 MHz),AM,1960,"'Benton Harbor Lunchbox' 6m AM transceiver, ~2W."
Heathkit,HW-29A 'Sixer',VHF transceiver,6m (50 MHz),AM,1962,Improved 6m lunchbox transceiver.
Heathkit,HW-30 'Twoer',VHF transceiver,2m (144 MHz),AM,1961,"'Benton Harbor Lunchbox' 2m AM transceiver, ~5W; sold into 1971."
Heathkit,HW-32,HF transceiver,20m,SSB,1964,Single-band 20m 'HotWater' SSB transceiver.
Heathkit,HW-32A,HF transceiver,20m,SSB,1967,Updated single-band 20m SSB transceiver.
Heathkit,HW-5400,HF transceiver,HF 160-10m; general-coverage RX,SSB/CW/FM,1983,Solid-state synthesized transceiver; among Heathkit's last HF rigs.
Heathkit,HW-7,QRP transceiver,40/20/15m,CW,1972,Heathkit's first QRP CW transceiver (~2W); made 1972-1975.
Heathkit,HW-8,QRP transceiver,80/40/20/15m,CW,1976,Beloved QRP CW transceiver kit (~2-3W); made 1976-1983.
Heathkit,HW-9,QRP transceiver,80/40/20/15m (+WARC/10m w/ HWA-9),CW,1984,Final Heathkit QRP CW transceiver; WARC bands via HWA-9 band pack; to 1991.
Heathkit,HX-10 'Marauder',HF transmitter,HF 80-10m,SSB/CW/AM,1961,Self-contained SSB/CW transmitter; companion to HR-10/RX-1.
Heathkit,HX-11,HF transmitter,HF 80-15m,CW,1962,Low-cost novice CW transmitter kit.
Heathkit,HX-1681,HF transmitter,HF 80-15m,CW,1976,Solid-state novice CW transmitter; companion to HR-1680.
Heathkit,HX-20,HF mobile transmitter,HF 80-10m,SSB,1962,Compact mobile SSB transmitter; pairs with HR-20 receiver.
Heathkit,HX-30,6m transmitter,6m (50 MHz),SSB,1963,6-meter SSB transmitter kit.
Heathkit,MR-1 'Comanche',HF mobile receiver,HF 80-10m,AM/CW/SSB,1959,Mobile receiver matched to MT-1 Cheyenne transmitter.
Heathkit,MT-1 'Cheyenne',HF mobile transmitter,HF 80-10m,AM/CW,1959,Mobile transmitter (~90W input); matched with MR-1 Comanche receiver.
Heathkit,RX-1 'Mohawk',communications receiver,HF 160-10m,AM/CW/SSB,1958,Ham-band receiver companion to the TX-1 Apache.
Heathkit,SB-100,HF transceiver,HF 80-10m,SSB/CW,1966,"First SB-line transceiver; ~100W, combines SB-300/400 in one box."
Heathkit,SB-101,HF transceiver,HF 80-10m,SSB/CW,1970,Improved SB-100 with built-in features; very popular kit.
Heathkit,SB-102,HF transceiver,HF 80-10m,SSB/CW/AM,1970,Top tube-type SB-line transceiver; solid-state VFO option.
Heathkit,SB-104,HF transceiver,HF 80-10m,SSB/CW,1974,Heathkit's only fully solid-state SSB transceiver kit; digital display.
Heathkit,SB-104A,HF transceiver,HF 80-10m (+15.0-15.3 RX),SSB/CW,1977,Improved SB-104 addressing early reliability issues; 6-digit readout.
Heathkit,SB-110,6m transceiver,6m (50 MHz),SSB/CW,1964,6-meter SSB transceiver in SB-line styling.
Heathkit,SB-110A,6m transceiver,6m (50 MHz),SSB/CW,1968,Improved 6-meter SB-line transceiver.
Heathkit,SB-300,HF receiver,HF 80-10m (+WWV),SSB/CW/AM,1964,First of the SB-line receivers; linear-master-oscillator tuning.
Heathkit,SB-301,HF receiver,HF 80-10m (+WARC/aux),SSB/CW/AM,1966,Improved SB-line receiver; matches SB-401 transmitter.
Heathkit,SB-303,HF receiver,HF 80-10m + aux,SSB/CW/AM/RTTY,1971,Solid-state SB-line receiver with crystal-selectable bands.
Heathkit,SB-310,communications receiver,SW broadcast/ham bands,SSB/CW/AM,1967,SWL-oriented general-coverage receiver in SB-line styling.
Heathkit,SB-400,HF transmitter,HF 80-10m,SSB/CW,1965,SB-line transmitter; often transceived with SB-300.
Heathkit,SB-401,HF transmitter,HF 80-10m,SSB/CW/AM,1968,Improved SB-line transmitter; companion to SB-301.
Heathkit,TX-1 'Apache',HF transmitter,HF 160-10m,AM/CW (SSB w/ SB-10),1958,~150W transmitter; SSB via optional SB-10 adapter; matched RX-1 Mohawk.
Heathkit,VHF-1 'Seneca',VHF transmitter,6m and 2m,AM/CW,1959,VHF phone/CW transmitter with built-in VFO.
Hermes-Lite,Hermes-Lite (v1.x),HF SDR transceiver (open hardware),HF (0.1-30 MHz),SSB/CW/AM/FM/digital,2015,"Steve Haynal's low-cost open-source/open-hardware HPSDR Hermes clone around the AD9866 cable-modem AFE. Early prototype run, ~few hundred mW-1W."
Hermes-Lite,Hermes-Lite 2 (HL2),HF SDR transceiver (open hardware),HF ~130 kHz-30 MHz,SSB/CW/AM/FM/digital,2018,"Fully open-source/open-hardware direct down/up-conversion SDR, 5W PA + switched filters, Ethernet, FPGA DSP; runs Thetis/HPSDR Protocol 1. Group-buy distributed."
HF Signals (VU2ESE),BITX40,HF transceiver (kit),40m,SSB,2016,Analog SSB transceiver module with Raduino (Arduino/Si5351) DDS; seminal open kit (later discontinued).
HF Signals (VU2ESE),sBITX,SDR transceiver (kit),HF 80-10m,SSB/CW/FT8/digital,2022,Raspberry Pi-based hybrid SDR with built-in FT8/digital and touchscreen.
HF Signals (VU2ESE),uBITX v6,HF transceiver (kit),HF 80-10m,SSB/CW,2019,"10W all-band analog transceiver, snap-in TFT Raduino; v3/v4/v5 predecessors."
HobbyPCB,RS-HFIQ,SDR transceiver (kit),HF 80-10m,SSB/CW/AM/FM/digital,2010s,5W open-source quadrature I/Q HF SDR (Kickstarter).
Hy-Gain (Telex),3079,HF transceiver,HF 80-10m,SSB/CW/AM,1970s,Digital-readout HF base (Galaxy lineage).
Hy-Gain (Telex),3750,HF transceiver,HF 80-10m,SSB/CW,mid-1970s,Galaxy-derived HF base; Hy-Gain brand distinct from the covered 'Galaxy' rows.
Icom,IC-02AT,VHF FM handheld,2m,FM,1985,Second-gen keypad 2m FM HT; very popular 1980s handheld.
Icom,IC-03AT,VHF FM handheld,1.25m (220 MHz),FM,1985,"220 MHz keypad HT, sibling of the IC-02AT."
Icom,IC-04AT,UHF FM handheld,70cm,FM,1985,"70cm keypad HT, sibling of the IC-02AT."
Icom,IC-1200,23cm FM mobile,23cm (1.2 GHz),FM,1985,1.2 GHz FM-only mobile.
Icom,IC-1201,23cm FM mobile,23cm (1.2 GHz),FM,1988,1.2 GHz FM mobile.
Icom,IC-1271,23cm all-mode base,23cm (1.2 GHz),SSB/CW/FM,1985,"1.2 GHz all-mode base, 10W; ATV option."
Icom,IC-1275,23cm all-mode base,23cm (1.2 GHz),SSB/CW/FM,1988,"Improved 1.2 GHz all-mode base, 10W."
Icom,IC-12AT,SHF FM handheld,23cm (1.2 GHz),FM,1985,1.2 GHz FM handheld.
Icom,IC-12GAT,SHF FM handheld,23cm (1.2 GHz),FM,1988,Higher-power 1.2 GHz FM handheld.
Icom,IC-200,VHF mobile,2m,AM/FM,1970s,Early 2m AM/FM mobile.
Icom,IC-2000,VHF FM mobile,2m,FM,1999,"Compact 2m FM mobile, 55W."
Icom,IC-2000H,VHF FM mobile,2m,FM,1999,65W high-power version of the IC-2000.
Icom,IC-201,VHF all-mode,2m,SSB/CW/FM,1975,Early 2m all-mode base/mobile.
Icom,IC-202,VHF SSB portable,2m,SSB/CW,1975,"Classic 2m SSB/CW 'bookshelf' portable, popular for weak-signal work."
Icom,IC-202S,VHF SSB portable,2m,SSB/CW,1980,Improved IC-202 with better stability.
Icom,IC-207H,VHF/UHF FM mobile,2m + 70cm,FM,1999,Compact dual-band FM mobile with remote head.
Icom,IC-208H,VHF/UHF FM mobile,2m + 70cm,FM,2004,"Detachable-head dual-band FM mobile, 55W/50W."
Icom,IC-21,VHF FM mobile,2m,FM,1971,"Early 2m FM mobile, crystal-controlled."
Icom,IC-2100H,VHF FM mobile,2m,FM,1998,55W 2m FM mobile.
Icom,IC-211,VHF all-mode base,2m,SSB/CW/FM,1976,First amateur radio to use Icom's SC-3062 control LSI; digital dual-VFO 2m all-mode base.
Icom,IC-215,VHF portable,2m,SSB/FM,1975,Portable 2m SSB/FM handheld/luggable.
Icom,IC-22,VHF FM mobile,2m,FM,1973,22-channel crystal-controlled 2m FM mobile; iconic early Icom.
Icom,IC-2200H,VHF FM mobile,2m,FM,2004,65W 2m FM mobile; optional D-STAR DV board.
Icom,IC-228H,VHF FM mobile,2m,FM,1990,"2m FM mobile, 45W."
Icom,IC-229H,VHF FM mobile,2m,FM,1991,"2m FM mobile with backlit display, 50W."
Icom,IC-22A,VHF FM mobile,2m,FM,1975,"Refined IC-22, still crystal-controlled 22-channel 2m FM."
Icom,IC-22S,VHF FM mobile,2m,FM,1977,Synthesized 2m FM mobile using a diode-matrix PLL programming board.
Icom,IC-2300H,VHF FM mobile,2m,FM,2013,65W 2m FM mobile with simple front panel.
Icom,IC-2340H,VHF/UHF FM mobile,2m + 70cm,FM,1998,Dual-band FM mobile with dual receive.
Icom,IC-2350H,VHF/UHF FM mobile,2m + 70cm,FM,1994,Dual-band FM mobile.
Icom,IC-2400,VHF/UHF FM mobile,2m + 70cm,FM,1990,Early dual-band FM mobile with dual receive.
Icom,IC-2410,VHF/UHF FM mobile,2m + 70cm,FM,1992,Dual-band FM mobile with simultaneous dual receive.
Icom,IC-245,VHF all-mode mobile,2m,SSB/CW/FM,1976,2m all-mode mobile.
Icom,IC-24AT,VHF/UHF FM handheld,2m + 70cm,FM,1990,Micro dual-band FM HT.
Icom,IC-2500,UHF/SHF FM mobile,70cm + 23cm (1.2 GHz),FM,1992,70cm/1.2 GHz dual-band FM mobile.
Icom,IC-260,VHF all-mode mobile,2m,SSB/CW/FM,1979,Compact 2m all-mode mobile.
Icom,IC-2710H,VHF/UHF FM mobile,2m + 70cm,FM,1998,Dual-band FM mobile with detachable head and dual receive.
Icom,IC-271A,VHF all-mode base,2m,SSB/CW/FM,1983,"2m all-mode base, 25W; synthesized with memories."
Icom,IC-271H,VHF all-mode base,2m,SSB/CW/FM,1983,High-power (100W) version of the IC-271.
Icom,IC-2720H,VHF/UHF FM mobile,2m + 70cm,FM,2003,Dual-band FM mobile with two-color display and dual watch.
Icom,IC-2730A,VHF/UHF FM mobile,2m + 70cm,FM,2015,"50W dual-band FM mobile, large detachable head; successor to the IC-2720."
Icom,IC-275A,VHF all-mode base,2m,SSB/CW/FM,1988,"Improved 2m all-mode base, 25W."
Icom,IC-275H,VHF all-mode base,2m,SSB/CW/FM,1988,100W version of the IC-275.
Icom,IC-280,VHF FM mobile,2m,FM,1978,2m FM mobile with remote-head option.
Icom,IC-2800H,VHF/UHF FM mobile,2m + 70cm,FM,1999,Dual-band FM mobile with detachable color display and optional TV receiver.
Icom,IC-281H,VHF FM mobile,2m,FM,1996,Compact 2m FM mobile.
Icom,IC-2820H,VHF/UHF FM/D-STAR mobile,2m + 70cm,FM/D-STAR DV,2008,Dual-band mobile with dual watch and optional D-STAR DV/GPS module.
Icom,IC-290,VHF all-mode mobile,2m,SSB/CW/FM,1981,2m all-mode mobile; A/H (10W/25W) versions.
Icom,IC-2A,VHF FM handheld,2m,FM,1981,Classic thumbwheel-programmed 2m FM HT; hugely influential early handheld.
Icom,IC-2AT,VHF FM handheld,2m,FM,1983,IC-2A with built-in DTMF keypad/touch-tone.
Icom,IC-2E,VHF FM handheld,2m,FM,1981,European-market version of the IC-2A.
Icom,IC-2F,VHF FM mobile,2m,FM,1970s,"Early crystal-controlled 2m FM mobile, one of Icom's first VHF sets."
Icom,IC-2GAT,VHF FM handheld,2m,FM,1988,High-power (7W) 2m FM HT with keypad.
Icom,IC-2GXAT,VHF FM handheld,2m,FM,1992,High-power ruggedized 2m FM HT.
Icom,IC-2iA,VHF FM handheld,2m,FM,1990,Compact 2m FM HT.
Icom,IC-2N,VHF FM handheld,2m,FM,1984,Keypad 2m FM HT variant.
Icom,IC-2SAT,VHF FM handheld,2m,FM,1990,Compact 2m FM HT with alphanumeric display.
Icom,IC-2SRA,VHF FM handheld + wideband RX,2m TX; wideband RX,FM (AM/FM RX),1993,2m FM HT with built-in broadband receiver.
Icom,IC-30,UHF FM mobile,70cm,FM,1970s,Early 70cm FM mobile companion to the IC-22.
Icom,IC-3200,VHF/UHF FM mobile,2m + 70cm,FM,1988,Compact dual-band FM mobile.
Icom,IC-3210,VHF/UHF FM mobile,2m + 70cm,FM,1989,Dual-band FM mobile.
Icom,IC-3220,VHF/UHF FM mobile,2m + 70cm,FM,1991,Dual-band FM mobile with dual receive.
Icom,IC-3230,VHF/UHF FM mobile,2m + 70cm,FM,1992,Compact dual-band FM mobile.
Icom,IC-32AT,VHF/UHF FM handheld,2m + 70cm,FM,1989,Dual-band FM HT with keypad (IC-32E in Europe).
Icom,IC-375,VHF all-mode base,1.25m (220 MHz),SSB/CW/FM,1985,222 MHz all-mode base for the North American 1.25m band.
Icom,IC-3AT,VHF FM handheld,1.25m (220 MHz),FM,1983,220 MHz version of the IC-2AT.
Icom,IC-402,UHF SSB portable,70cm,SSB/CW,1978,"70cm SSB/CW 'bookshelf' portable, companion to IC-202/IC-502."
Icom,IC-449H,UHF FM mobile,70cm,FM,1992,70cm FM mobile.
